94.7368421053, 0.9662698412698412, 98.2456140351, 0.9742063492063492
97.3684210526, 0.9806250000000001, 99.1228070175, 0.98375
99.1228070175, 0.9829307568438004, 99.1228070175, 0.9803542673107891
94.7368421053, 0.9582358837287003, 95.6140350877, 0.9719345138656866
95.6140350877, 0.9787094660989192, 97.3684210526, 0.9793645594497217
97.3684210526, 0.9775974025974027, 99.1228070175, 0.9850649350649351
96.4912280702, 0.980844155844156, 98.2456140351, 0.9818181818181819
93.8596491228, 0.9626596790042581, 98.2456140351, 0.9728136259416966
92.1052631579, 0.9623321323288568, 97.3684210526, 0.9800196528005242
93.8596491228, 0.9692616104243233, 99.1228070175, 0.9832943534914801
